,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3161,3161,Mini Cooper 5,Kochi,2019,14857,Diesel,Automatic,First,20,1496,113,5,32
3162,3162,Audi A4 New,Delhi,2012,69000,Diesel,Automatic,Second,15,1968,140,5,10
3163,3163,Ford Endeavour Titanium,Coimbatore,2019,14648,Diesel,Manual,First,12,2198,158,7,27
3164,3164,Ford Ecosport 1.5,Hyderabad,2013,100000,Petrol,Manual,Second,15,1499,110,5,6
3165,3165,Hyundai Grand i10,Jaipur,2016,22000,Petrol,Manual,First,18,1197,82,5,4
3166,3166,Chevrolet Sail 1.2,Mumbai,2014,10000,Petrol,Manual,First,18,1199,82,5,6
3167,3167,Maruti Swift Dzire,Kolkata,2015,107000,Petrol,Manual,First,20,1197,83,5,4
3168,3168,Tata Zest Revotron,Kochi,2017,48198,Petrol,Manual,First,17,1193,88,5,5
3169,3169,Mercedes-Benz New C-Class,Delhi,2015,15000,Diesel,Automatic,First,19,2143,170,5,28
3170,3170,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17,1998,163,5,7
3171,3171,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21,1248,73,5,4
3172,3172,Hyundai Grand i10,Jaipur,2017,14700,Petrol,Manual,First,18,1197,81,5,6
3173,3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28,1248,73,5,2
3174,3174,Hyundai Verna 1.6,Kolkata,2011,34994,Diesel,Manual,First,22,1582,126,5,4
3175,3175,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14,2993,270,5,29
3176,3176,Skoda Superb Elegance,Delhi,2013,82000,Petrol,Automatic,First,13,1798,157,5,7
3177,3177,Maruti Wagon R,Pune,2006,52000,Petrol,Manual,Second,18,998,67,5,2
3178,3178,Volkswagen Polo Petrol,Mumbai,2011,20000,Petrol,Manual,First,16,1198,73,5,4
3179,3179,Honda Civic 2010-2013,Hyderabad,2011,55000,Petrol,Manual,First,14,1799,130,5,5
3180,3180,Maruti Eeco CNG,Ahmedabad,2015,47001,CNG,Manual,First,20,1196,63,5,4
3181,3181,Maruti Wagon R,Chennai,2014,52000,Petrol,Manual,First,22,998,67,5,3
3182,3182,Maruti Swift Dzire,Kolkata,2013,43284,Diesel,Manual,First,23,1248,74,5,4
3183,3183,Hyundai Creta 1.6,Coimbatore,2018,23875,Petrol,Automatic,First,13,1591,121,5,14
3184,3184,Hyundai Grand i10,Bangalore,2016,51866,Petrol,Manual,First,18,1197,82,5,6
3185,3185,Nissan Micra Diesel,Mumbai,2013,69000,Diesel,Manual,First,23,1461,63,5,3
3186,3186,Hyundai Grand i10,Coimbatore,2017,62788,Petrol,Manual,First,18,1197,81,5,6
3187,3187,Volkswagen Vento Diesel,Chennai,2013,150000,Diesel,Manual,First,20,1598,103,5,5
3188,3188,Toyota Fortuner 4x2,Kochi,2015,47566,Diesel,Automatic,First,12,2982,168,7,20
3190,3190,Toyota Innova Crysta,Pune,2018,20300,Diesel,Automatic,First,11,2755,171,7,18
3191,3191,Mercedes-Benz A Class,Pune,2015,48300,Diesel,Automatic,First,20,2143,107,5,18
3192,3192,Hyundai EON D,Pune,2013,30000,Petrol,Manual,First,21,814,55,5,2
3193,3193,Hyundai Elantra CRDi,Bangalore,2012,36000,Diesel,Manual,Second,22,1582,126,5,8
3194,3194,Mini Cooper 3,Kochi,2015,27641,Diesel,Automatic,Second,20,1496,113,4,25
3195,3195,Renault Duster 110PS,Bangalore,2015,60000,Diesel,Manual,First,19,1461,108,5,9
3196,3196,Ford Endeavour 3.2,Chennai,2019,9000,Diesel,Automatic,First,10,3198,197,7,36
3197,3197,Toyota Corolla Altis,Delhi,2014,60750,Petrol,Manual,First,14,1798,138,5,10
3198,3198,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14,2179,155,7,13
3199,3199,BMW 7 Series,Kolkata,2012,41100,Diesel,Automatic,First,16,2993,261,5,26
3200,3200,Maruti Wagon R,Ahmedabad,2004,60000,Petrol,Manual,Second,17,1061,64,5,1
3201,3201,Honda City i,Kochi,2017,38424,Petrol,Manual,First,17,1497,117,5,8
3202,3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22,1248,74,5,4
3203,3203,Honda City i-VTEC,Mumbai,2015,19000,Petrol,Automatic,First,18,1497,117,5,9
3204,3204,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20,1248,88,7,7
3205,3205,Renault Duster 110PS,Coimbatore,2016,65257,Diesel,Manual,First,19,1461,108,5,10
3206,3206,Maruti Swift Dzire,Jaipur,2010,130000,Diesel,Manual,Second,19,1248,73,5,4
3207,3207,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23,1248,73,5,4
3208,3208,Mahindra XUV500 W8,Chennai,2013,78000,Diesel,Manual,First,15,2179,140,7,11
3209,3209,Honda Brio S,Kochi,2015,49133,Petrol,Manual,First,19,1198,86,5,5
3210,3210,Mercedes-Benz M-Class ML,Coimbatore,2016,22769,Diesel,Automatic,First,0,2987,165,5,49
3211,3211,Tata Manza Club,Coimbatore,2014,54448,Diesel,Manual,First,21,1248,88,5,4
3212,3212,Toyota Innova 2.5,Hyderabad,2014,158793,Diesel,Manual,First,12,2494,102,7,13
3213,3213,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18,1197,85,5,4
3214,3214,Hyundai Verna 1.6,Kolkata,2012,14800,Petrol,Manual,First,17,1591,121,5,4
3215,3215,Honda Mobilio S,Kolkata,2015,26000,Petrol,Manual,First,17,1497,117,7,4
3216,3216,Honda Amaze S,Mumbai,2017,32005,Petrol,Manual,First,18,1198,86,5,4
3217,3217,Honda City i-VTEC,Jaipur,2017,35000,Petrol,Automatic,First,18,1497,117,5,8
3218,3218,Land Rover Range,Pune,2015,52000,Diesel,Automatic,First,12,2179,187,5,40
3219,3219,Honda City i-VTEC,Mumbai,2017,11000,Petrol,Manual,First,17,1497,117,5,8
3220,3220,Mercedes-Benz E-Class 280,Jaipur,2008,62000,Petrol,Automatic,First,9,2997,231,5,7
3221,3221,Ford Ikon 1.3,Chennai,2002,65134,Petrol,Manual,Third,13,1299,70,5,1
3222,3222,Toyota Fortuner 4x2,Delhi,2013,71000,Diesel,Manual,First,13,2982,168,7,15
3223,3223,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19,998,66,5,2
3224,3224,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14,1948,83,7,5
3225,3225,Honda City V,Coimbatore,2012,60908,Petrol,Automatic,Second,15,1497,116,5,6
3226,3226,Nissan Micra XV,Chennai,2012,93450,Diesel,Manual,Second,23,1461,63,5,2
3227,3227,Hyundai Verna SX,Hyderabad,2011,104000,Diesel,Automatic,First,19,1582,126,5,6
3228,3228,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16,796,37,4,0
3229,3229,Mahindra XUV500 W8,Coimbatore,2015,42999,Diesel,Manual,First,15,2179,140,7,12
3230,3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21,1248,88,5,4
3231,3231,Hyundai i20 Sportz,Bangalore,2013,72000,Petrol,Automatic,First,15,1396,98,5,5
3232,3232,Hyundai Creta 1.6,Coimbatore,2019,54321,Diesel,Manual,First,19,1582,126,5,14
3233,3233,Mercedes-Benz E-Class E250,Kochi,2015,59630,Diesel,Automatic,First,13,2143,201,5,23
3234,3234,Toyota Fortuner 4x2,Hyderabad,2013,116000,Diesel,Automatic,Second,12,2982,168,7,19
3235,3235,Volvo S60 D4,Ahmedabad,2015,34000,Diesel,Automatic,First,9,1984,181,5,20
3236,3236,Mercedes-Benz E-Class 2009-2013,Delhi,2011,70000,Diesel,Automatic,First,14,2143,203,5,13
3237,3237,Honda Accord 2.4,Chennai,2010,80000,Petrol,Manual,First,10,2354,180,5,4
3238,3238,Honda Amaze S,Pune,2015,110000,Diesel,Manual,First,25,1498,98,5,5
3239,3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28,1248,73,5,5
3240,3240,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18,1197,85,5,3
3241,3241,Toyota Corolla Altis,Delhi,2013,56000,Petrol,Automatic,First,14,1798,138,5,8
3242,3242,Land Rover Range,Bangalore,2012,63000,Diesel,Automatic,Second,11,4367,335,5,65
3243,3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22,1248,74,5,4
3244,3244,Jeep Compass 2.0,Kolkata,2017,15050,Diesel,Manual,First,16,1956,170,5,18
3245,3245,Maruti Swift VXI,Mumbai,2016,29401,Petrol,Manual,First,20,1197,81,5,4
3246,3246,Honda Jazz 1.2,Kochi,2016,25238,Petrol,Manual,First,18,1199,88,5,6
3248,3248,Volkswagen Polo Petrol,Kochi,2011,58752,Petrol,Manual,First,16,1198,73,5,3
3249,3249,Honda Civic 2006-2010,Delhi,2011,62000,Petrol,Automatic,First,12,1799,130,5,4
3250,3250,Toyota Etios G,Bangalore,2013,132000,Petrol,Manual,First,16,1496,88,5,5
3251,3251,Hyundai Verna 1.6,Chennai,2016,51000,Petrol,Manual,First,17,1591,121,5,6
3252,3252,Toyota Innova 2.5,Hyderabad,2009,185200,Diesel,Manual,First,12,2494,102,8,7
3253,3253,Maruti SX4 S,Coimbatore,2016,61717,Diesel,Manual,First,22,1598,118,5,9
3254,3254,Ford Freestyle Titanium,Kolkata,2018,8896,Petrol,Manual,First,19,1194,94,5,7
3255,3255,Maruti Baleno Alpha,Delhi,2016,17000,Petrol,Manual,First,21,1197,83,5,7
3256,3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18,1199,88,5,6
3257,3257,Hyundai Verna 1.6,Pune,2013,114000,Diesel,Automatic,First,22,1582,126,5,7
3258,3258,Honda Amaze VX,Ahmedabad,2014,81000,Diesel,Manual,First,25,1498,98,5,4
3259,3259,Audi Q3 30,Mumbai,2017,31000,Diesel,Automatic,First,18,1968,147,5,27
3260,3260,Skoda Rapid 2013-2016,Mumbai,2014,35000,Petrol,Manual,First,15,1598,103,5,4
3261,3261,Audi A4 2.0,Kolkata,2013,60001,Diesel,Automatic,First,17,1968,174,5,14
3262,3262,Maruti Swift Dzire,Jaipur,2014,75074,Diesel,Manual,First,23,1248,74,5,5
3263,3263,Tata Indica Vista,Kolkata,2012,80000,Diesel,Manual,Second,22,1248,74,5,1
3264,3264,Toyota Innova 2.5,Jaipur,2006,147350,Diesel,Manual,Second,12,2494,100,8,5
3265,3265,Renault Duster 110PS,Hyderabad,2013,60000,Diesel,Manual,First,19,1461,108,5,8
3266,3266,Mercedes-Benz E-Class E400,Kolkata,2015,7501,Petrol,Automatic,First,10,2996,333,4,48
3267,3267,Honda Amaze S,Delhi,2015,58000,Diesel,Manual,First,25,1498,98,5,4
3268,3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11,2987,254,5,60
3269,3269,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23,1248,73,5,4
3270,3270,Maruti Ciaz ZDi,Kochi,2016,40810,Diesel,Manual,First,28,1248,88,5,8
3271,3271,Hyundai Santro Xing,Bangalore,2008,35268,Petrol,Manual,Second,0,1086,62,5,2
3273,3273,Maruti Baleno Delta,Coimbatore,2018,34630,Petrol,Automatic,First,21,1197,83,5,7
3274,3274,Ford Fiesta Diesel,Hyderabad,2012,45122,Diesel,Manual,First,23,1498,88,5,6
3275,3275,Mahindra XUV500 W8,Chennai,2011,126000,Diesel,Manual,Third,16,2179,140,7,7
3276,3276,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19,796,46,5,2
3277,3277,Mini Cooper 3,Kochi,2016,32298,Diesel,Automatic,First,20,1496,113,4,24
3278,3278,Mahindra XUV500 W8,Kochi,2014,63288,Diesel,Manual,First,15,2179,140,7,8
3279,3279,Hyundai Santro Xing,Coimbatore,2012,43337,Petrol,Manual,First,17,1086,62,5,3
3280,3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22,1248,74,5,5
3281,3281,Mercedes-Benz A Class,Delhi,2013,34000,Diesel,Automatic,Second,20,2143,107,5,11
3282,3282,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25,799,53,5,3
3283,3283,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22,1248,74,5,4
3284,3284,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17,993,60,5,1
3285,3285,Hyundai Grand i10,Mumbai,2016,9000,Petrol,Automatic,First,18,1197,82,5,5
3286,3286,Tata Manza Aura,Jaipur,2012,79000,Diesel,Manual,First,21,1248,88,5,3
3287,3287,Mahindra XUV500 W10,Pune,2015,87900,Diesel,Manual,First,16,2179,140,7,12
3288,3288,Maruti Swift Dzire,Delhi,2010,72425,Petrol,Manual,Second,17,1197,85,5,2
3289,3289,Audi Q3 35,Bangalore,2015,38000,Diesel,Automatic,First,15,1968,174,5,29
3291,3291,Mercedes-Benz New C-Class,Hyderabad,2010,107000,Diesel,Automatic,First,14,2143,170,5,12
3292,3292,Honda City i,Delhi,2015,51000,Petrol,Automatic,First,18,1497,117,5,8
3293,3293,Toyota Innova 2.5,Pune,2010,140000,Diesel,Manual,Third,12,2494,102,7,6
3294,3294,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18,1199,79,5,2
3295,3295,Maruti Wagon R,Delhi,2013,62000,CNG,Manual,First,26,998,58,5,3
3296,3296,Honda Jazz 1.2,Mumbai,2015,31000,Petrol,Manual,First,18,1199,88,5,5
3297,3297,Nissan Micra XL,Jaipur,2010,75055,Petrol,Manual,First,18,1198,75,5,2
3298,3298,Maruti Ciaz AT,Coimbatore,2017,51210,Petrol,Automatic,First,19,1373,91,5,9
3299,3299,Toyota Fortuner 4x2,Mumbai,2012,87000,Diesel,Automatic,First,12,2982,168,7,15
3300,3300,Ford Aspire Ambiente,Kolkata,2018,17000,Diesel,Manual,First,26,1498,99,5,6
3301,3301,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20,1248,88,7,7
3302,3302,Maruti Alto 800,Hyderabad,2016,9370,Petrol,Manual,First,22,796,47,5,3
3303,3303,Honda Brio V,Chennai,2013,53226,Petrol,Manual,First,19,1198,86,5,3
3304,3304,Hyundai Verna Transform,Hyderabad,2010,120000,Diesel,Manual,Second,16,1493,110,5,4
3305,3305,Honda City 1.5,Jaipur,2007,75055,Petrol,Manual,First,12,1493,100,5,2
3306,3306,Hyundai Creta 1.6,Coimbatore,2017,37247,Diesel,Manual,First,19,1582,126,5,14
3307,3307,Toyota Etios Liva,Delhi,2013,64000,Diesel,Manual,First,23,1364,67,5,3
3308,3308,Hyundai Sonata Transform,Mumbai,2014,12000,Petrol,Manual,First,13,2359,198,5,13
3309,3309,Hyundai Creta 1.6,Pune,2017,40158,Diesel,Manual,First,19,1582,126,5,14
3310,3310,Honda Jazz 1.2,Chennai,2017,11000,Petrol,Manual,First,18,1199,88,5,7
3311,3311,Volkswagen Vento Diesel,Chennai,2014,70010,Diesel,Manual,First,20,1598,103,5,5
3312,3312,Mahindra XUV500 W6,Mumbai,2015,82000,Diesel,Manual,First,16,2179,140,7,9
3313,3313,Mahindra TUV 300,Kochi,2017,57259,Diesel,Manual,First,18,1493,100,7,9
3314,3314,Honda Accord 2001-2003,Bangalore,2010,84000,Petrol,Automatic,Second,11,2354,142,5,6
3315,3315,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20,1248,88,7,4
3316,3316,Mahindra Ssangyong Rexton,Hyderabad,2012,73670,Diesel,Manual,First,12,2696,162,7,12
3317,3317,Toyota Fortuner 4x2,Delhi,2014,89540,Diesel,Automatic,First,12,2982,168,7,17
3318,3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20,1248,88,7,9
3319,3319,Hyundai Elantra CRDi,Pune,2013,48823,Diesel,Automatic,First,19,1582,126,5,8
3320,3320,Hyundai i10 Magna,Kolkata,2011,35082,Petrol,Manual,First,20,1197,78,5,2
3321,3321,Maruti Omni MPI,Jaipur,2012,126000,Petrol,Manual,First,16,796,34,5,2
3322,3322,Honda Amaze VX,Delhi,2016,19000,Petrol,Automatic,First,15,1198,86,5,6
3323,3323,Honda Civic 2006-2010,Mumbai,2007,69000,Petrol,Automatic,Second,12,1799,130,5,2
3324,3324,Mercedes-Benz CLA 200,Kochi,2019,29836,Diesel,Automatic,First,17,2143,136,5,26
3325,3325,Skoda Superb 1.8,Ahmedabad,2010,48002,Petrol,Manual,Second,13,1798,157,5,7
3326,3326,Maruti Ciaz ZDi,Ahmedabad,2015,52324,Diesel,Manual,First,28,1248,88,5,6
3327,3327,Ford Ecosport 1.5,Delhi,2013,65000,Diesel,Manual,First,22,1498,89,5,5
3328,3328,Mercedes-Benz M-Class ML,Mumbai,2009,66000,Diesel,Automatic,Second,8,2987,224,5,11
3329,3329,Hyundai Grand i10,Hyderabad,2016,75700,Diesel,Manual,First,24,1120,70,5,6
3330,3330,Volkswagen Vento Diesel,Bangalore,2013,43000,Diesel,Manual,First,20,1598,105,5,6
3331,3331,Chevrolet Beat Diesel,Kochi,2012,42706,Diesel,Manual,First,25,936,56,5,2
3332,3332,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17,1493,100,7,3
3333,3333,Hyundai i10 Asta,Hyderabad,2011,54348,Petrol,Automatic,First,19,1197,80,5,4
3334,3334,Toyota Etios Liva,Delhi,2013,84000,Diesel,Manual,First,23,1364,67,5,4
3335,3335,Toyota Corolla Altis,Mumbai,2010,63298,Petrol,Automatic,First,14,1794,138,5,4
3336,3336,Hyundai i10 Magna,Jaipur,2013,75049,Petrol,Manual,Second,20,1197,78,5,3
3337,3337,Ford Figo Aspire,Kochi,2018,24237,Petrol,Manual,First,18,1196,86,5,7
3338,3338,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18,1197,85,5,6
3339,3339,Hyundai i20 Sportz,Bangalore,2012,58000,Petrol,Automatic,Second,15,1396,98,5,4
3340,3340,Maruti Swift Dzire,Pune,2017,57000,Diesel,Manual,First,26,1248,74,5,4
3341,3341,BMW 7 Series,Kochi,2010,50161,Petrol,Automatic,First,8,4395,402,5,26
3342,3342,Maruti S Cross,Kolkata,2016,45000,Diesel,Manual,First,22,1598,118,5,7
3343,3343,Toyota Fortuner 4x4,Coimbatore,2017,68319,Diesel,Automatic,First,12,2982,168,7,25
3344,3344,Hyundai EON 1.0,Kochi,2017,30711,Petrol,Manual,First,20,998,68,5,4
3345,3345,Hyundai i20 1.4,Kolkata,2011,38277,Diesel,Manual,First,21,1396,90,5,2
3346,3346,Volkswagen Vento Diesel,Pune,2012,115000,Diesel,Manual,Second,20,1598,103,5,4
3347,3347,Maruti Swift Dzire,Coimbatore,2017,46849,Petrol,Automatic,First,18,1197,83,5,7
3348,3348,Hyundai i20 Magna,Ahmedabad,2014,64000,Diesel,Manual,First,21,1396,90,5,4
3349,3349,Mercedes-Benz E-Class 2009-2013,Pune,2010,130923,Diesel,Automatic,First,14,2143,203,5,12
3350,3350,Hyundai Grand i10,Chennai,2015,15000,Petrol,Manual,First,18,1197,82,5,5
3351,3351,Hyundai i20 1.4,Mumbai,2014,32720,Diesel,Manual,First,23,1396,90,5,4
3352,3352,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25,799,53,5,3
3353,3353,Hyundai Xcent 1.2,Chennai,2015,59800,Petrol,Automatic,First,16,1197,82,5,6
3354,3354,Volkswagen Vento Petrol,Pune,2011,54211,Petrol,Manual,First,15,1598,103,5,3
3355,3355,Chevrolet Cruze LTZ,Kochi,2015,62242,Diesel,Automatic,First,14,1998,163,5,7
3356,3356,Nissan Terrano XL,Mumbai,2015,54000,Diesel,Manual,Second,19,1461,108,5,6
3357,3357,Hyundai Verna 1.6,Hyderabad,2012,65000,Diesel,Manual,First,22,1582,126,5,6
3358,3358,Maruti Celerio VXI,Chennai,2015,55000,Petrol,Automatic,First,23,998,67,5,4
3359,3359,Maruti Wagon R,Pune,2010,71000,Petrol,Manual,First,18,998,67,5,2
3360,3360,Hyundai i20 Magna,Chennai,2012,70000,Diesel,Manual,First,21,1396,88,5,4
3361,3361,Audi A4 1.8,Mumbai,2011,53000,Petrol,Automatic,First,12,1781,163,5,10
3362,3362,BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17,1995,184,5,18
3363,3363,Skoda Rapid 1.6,Mumbai,2015,54000,Petrol,Automatic,First,14,1598,103,5,6
3364,3364,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20,1197,78,5,4
3365,3365,Mitsubishi Pajero 2.8,Hyderabad,2007,78000,Diesel,Manual,Second,10,2835,107,6,6
3366,3366,Honda City i,Mumbai,2014,25000,Diesel,Manual,First,26,1498,98,5,6
3367,3367,Maruti Alto K10,Pune,2012,12600,Petrol,Manual,First,20,998,67,5,2
3368,3368,Maruti Swift Ldi,Pune,2009,80000,Diesel,Manual,Fourth & Above,17,1248,75,5,2
3369,3369,Hyundai Grand i10,Kolkata,2016,21000,Petrol,Manual,First,18,1197,82,5,4
3370,3370,Ford Figo Petrol,Mumbai,2011,32000,Petrol,Manual,Second,15,1196,70,5,2
3371,3371,Hyundai Grand i10,Bangalore,2015,50000,Petrol,Manual,First,18,1197,81,5,5
3372,3372,Maruti SX4 Vxi,Mumbai,2010,47500,Petrol,Manual,First,15,1586,103,5,2
3373,3373,Honda City i-VTEC,Mumbai,2017,7500,Petrol,Manual,First,17,1497,117,5,11
3374,3374,Renault Duster 110PS,Jaipur,2016,68163,Diesel,Automatic,First,19,1461,108,5,9
3375,3375,Honda Amaze S,Ahmedabad,2014,61000,Diesel,Manual,First,25,1498,98,5,4
3376,3376,Toyota Innova 2.5,Jaipur,2015,100000,Diesel,Manual,Second,12,2494,100,7,12
3377,3377,BMW 3 Series,Mumbai,2009,61500,Diesel,Automatic,Second,16,1995,181,5,8
3378,3378,Hyundai i10 Magna,Kochi,2017,42883,Petrol,Manual,First,19,1086,68,5,4
3379,3379,Renault Duster 85PS,Jaipur,2012,97000,Diesel,Manual,Second,20,1461,83,5,4
3380,3380,Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11,2360,170,5,9
3381,3381,Maruti Vitara Brezza,Kochi,2017,35384,Diesel,Manual,First,24,1248,88,5,9
3382,3382,Mercedes-Benz R-Class R350,Hyderabad,2010,46000,Diesel,Automatic,First,11,2987,261,7,28
3383,3383,Ford EcoSport 1.5,Coimbatore,2018,32189,Diesel,Manual,First,23,1498,98,5,9
3384,3384,Hyundai Verna 1.6,Chennai,2016,27000,Diesel,Automatic,First,19,1582,126,5,9
3385,3385,Volkswagen Polo 1.2,Coimbatore,2018,22734,Petrol,Manual,First,16,1198,74,5,8
3386,3386,Renault Duster 110PS,Mumbai,2014,58002,Diesel,Manual,First,19,1461,108,5,6
3387,3387,Honda Brio S,Chennai,2012,31500,Petrol,Automatic,First,16,1198,86,5,4
3388,3388,Ford Figo 2015-2019,Coimbatore,2017,30933,Petrol,Manual,First,18,1196,86,5,6
3389,3389,Audi A6 2.0,Kolkata,2012,27090,Diesel,Automatic,First,18,1968,187,5,16
3390,3390,BMW X5 2014-2019,Mumbai,2015,29500,Diesel,Automatic,First,15,2993,258,7,43
3391,3391,Hyundai i10 Sportz,Pune,2013,45000,Petrol,Manual,First,20,1197,78,5,4
3392,3392,Hyundai i20 1.2,Hyderabad,2018,11691,Petrol,Manual,First,18,1197,81,5,9
3393,3393,Skoda Octavia L,Hyderabad,2006,121000,Diesel,Manual,Second,16,1896,90,5,2
3394,3394,Hyundai Verna Transform,Hyderabad,2010,118077,Diesel,Manual,First,16,1493,110,5,4
3395,3395,Hyundai Verna 1.6,Chennai,2012,36300,Petrol,Automatic,Third,17,1591,121,5,8
3396,3396,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15,1341,61,5,2
3397,3397,Ford Figo Diesel,Chennai,2010,78000,Diesel,Manual,First,20,1399,68,5,2
3398,3398,Audi A6 2011-2015,Mumbai,2015,42000,Diesel,Automatic,First,17,1968,174,5,24
3399,3399,Volkswagen Polo 1.2,Mumbai,2015,27000,Petrol,Manual,First,16,1198,74,5,4
3400,3400,BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17,1995,184,5,12
3401,3401,Honda City i,Kolkata,2014,49000,Petrol,Manual,First,17,1497,117,5,5
3402,3402,Hyundai i20 Sportz,Hyderabad,2012,42600,Diesel,Manual,First,23,1396,90,5,5
3403,3403,Honda Jazz 1.2,Coimbatore,2018,12794,Petrol,Automatic,First,19,1199,88,5,9
3405,3405,Honda CR-V 2.4,Hyderabad,2014,88046,Petrol,Automatic,First,10,2354,152,5,14
3406,3406,Mercedes-Benz A Class,Bangalore,2014,8000,Diesel,Automatic,Second,20,2143,107,5,20
3407,3407,Mahindra XUV500 AT,Coimbatore,2018,82739,Diesel,Automatic,First,16,2179,140,7,17
3408,3408,Mahindra Bolero SLX,Bangalore,2006,193000,Diesel,Manual,Third,13,2523,63,7,2
3409,3409,Renault Scala RxL,Mumbai,2013,7000,Petrol,Automatic,First,17,1498,99,5,4
3410,3410,Land Rover Freelander,Ahmedabad,2012,60000,Diesel,Automatic,Second,12,2179,187,5,24
3411,3411,Maruti Alto 800,Pune,2017,38000,Petrol,Manual,First,22,796,47,5,3
3412,3412,Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17,1496,88,5,5
3413,3413,Hyundai i20 Sportz,Mumbai,2014,17858,Petrol,Manual,First,17,1197,80,5,5
3414,3414,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20,1197,78,5,3
3415,3415,Maruti Swift VDI,Kochi,2016,67906,Diesel,Manual,First,25,1248,74,5,6
3416,3416,Hyundai EON Magna,Hyderabad,2015,19000,Petrol,Manual,First,21,814,55,5,3
3417,3417,BMW 3 Series,Mumbai,2010,67000,Diesel,Automatic,Second,22,1995,190,5,9
3418,3418,Tata Indigo XL,Delhi,2011,80000,Diesel,Manual,First,23,1396,70,5,1
3419,3419,Maruti Alto 800,Delhi,2015,61000,Petrol,Manual,First,22,796,47,5,2
3420,3420,Volkswagen Polo Diesel,Pune,2010,39000,Diesel,Manual,First,22,1199,73,5,3
3421,3421,Toyota Corolla Altis,Ahmedabad,2014,59000,Petrol,Automatic,First,14,1798,138,5,12
3422,3422,Hyundai Santro Xing,Hyderabad,2008,80931,Petrol,Manual,First,17,1086,62,5,2
3423,3423,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20,1197,81,5,5
3424,3424,Renault Scala Diesel,Hyderabad,2013,130000,Diesel,Manual,First,21,1461,84,5,5
3425,3425,Maruti Vitara Brezza,Coimbatore,2018,52380,Diesel,Manual,First,24,1248,88,5,10
3426,3426,Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18,1198,75,5,3
3427,3427,Ford Figo Diesel,Hyderabad,2015,84000,Diesel,Manual,First,20,1399,68,5,4
3428,3428,Honda CR-V 2.0,Kochi,2017,41697,Petrol,Automatic,First,13,1997,141,5,17
3429,3429,Nissan Terrano XV,Pune,2014,163000,Diesel,Manual,First,19,1461,108,5,5
3430,3430,Toyota Etios Liva,Chennai,2011,42000,Petrol,Manual,Second,17,1197,78,5,4
3431,3431,Hyundai i20 Asta,Jaipur,2013,129000,Diesel,Manual,Third,21,1396,88,5,4
